(1238 1302) 3 3198 | 148 1 8 265 223 129 59 71 |
(150 1580) 7 1351 | 386 243 163 308 63 314 60 120 |
(248 1192) 4 3127 | 227 128 58 338 352 49 76 126 |
(906 372) 2 2939 | 182 153 374 164 83 108 397 392 |
(141 1841) 5 1475 | 338 394 217 295 212 98 224 168 |
(567 1606) 3 4821 | 368 61 313 32 237 129 338 26 |
(1708 950) 6 4875 | 152 142 297 35 282 293 120 2 |
(71 616) 6 4104 | 193 126 367 87 241 2 331 319 |
(1148 635) 2 224 | 12 165 160 282 239 396 285 60 |
(1464 799) 3 2354 | 25 139 320 201 184 309 237 29 |
(166 1845) 1 2425 | 172 62 391 59 46 193 242 169 |
(79 56) 4 3434 | 234 147 25 309 96 178 182 146 |
(427 1977) 7 1549 | 200 113 271 305 44 312 298 391 |
(1409 666) 2 678 | 11 354 70 224 116 178 150 371 |
(1127 530) 6 3989 | 224 115 390 112 24 374 378 262 |
(1054 1174) 7 2305 | 310 148 92 98 77 56 140 32 |
(994 249) 6 4094 | 285 41 368 162 103 63 347 98 |
(273 40) 6 411 | 29 37 270 11 114 156 309 297 |
(1262 1523) 1 2905 | 250 200 358 161 347 101 93 392 |
(1103 537) 4 2046 | 370 328 173 178 332 23 311 174 |
(1725 1895) 2 1301 | 233 370 384 86 249 76 273 88 |
(708 1021) 1 1407 | 132 49 206 110 330 164 295 39 |
(326 80) 1 197 | 45 192 327 137 100 72 244 286 |
(90 684) 0 2601 | 1 217 171 137 70 60 244 334 |
(1053 1226) 2 3932 | 89 114 320 19 395 82 284 154 |
(1048 1852) 4 1372 | 365 358 282 353 149 98 396 275 |
(112 892) 3 4555 | 153 134 78 314 236 278 200 265 |
(611 1759) 2 4958 | 108 44 85 125 280 83 175 355 |
(565 435) 3 2728 | 132 68 369 214 303 232 322 80 |
(1748 1757) 4 2235 | 267 280 222 80 39 317 193 73 |
(970 1284) 5 2128 | 338 157 382 380 319 376 52 106 |
(171 1303) 4 3999 | 103 120 396 288 368 296 103 388 |
(223 1773) 0 2712 | 12 334 226 192 190 195 127 346 |
(1530 1277) 0 1835 | 34 298 114 253 46 371 357 81 |
(1270 1424) 5 1735 | 392 305 130 22 380 319 280 371 |
(1272 509) 7 3266 | 159 199 213 382 338 304 170 353 |
(1584 1746) 2 899 | 263 378 180 131 204 383 76 140 |
(1649 1719) 6 4984 | 1 76 390 296 113 170 86 294 |
(12 1401) 1 2077 | 324 354 225 305 399 326 269 35 |
(1193 731) 7 2922 | 126 70 135 88 244 25 106 193 |
(1321 970) 5 1033 | 231 325 325 256 305 395 205 73 |
(1673 1275) 0 2472 | 29 120 115 325 132 306 101 6 |
(137 331) 5 1243 | 248 90 73 5 35 28 314 69 |
(1034 208) 3 120 | 10 79 255 375 205 366 132 257 |
(1843 1926) 5 3775 | 391 101 233 386 317 180 282 120 |
(1475 856) 5 3437 | 238 128 391 82 97 56 359 215 |
(236 497) 5 403 | 391 42 207 121 365 345 103 305 |
(586 1328) 5 748 | 223 330 144 353 374 221 274 166 |
(244 1369) 4 1658 | 366 223 90 143 255 79 19 82 |
(1665 308) 7 763 | 253 165 93 103 202 10 53 210 |
(15 416) 0 2106 | 2 136 2 159 42 72 268 203 |
(1404 1443) 2 4535 | 249 330 97 311 311 210 250 332 |
(1662 791) 5 1298 | 385 58 54 150 329 283 327 112 |
(1443 163) 6 2825 | 81 342 364 380 64 257 369 295 |
(885 173) 6 3962 | 50 391 261 339 394 106 24 107 |
(714 308) 7 3235 | 83 8 335 332 171 257 122 258 |
(727 1253) 1 1190 | 160 56 130 350 263 319 38 30 |
(1579 1697) 2 3955 | 87 226 86 369 10 200 222 334 |
(762 698) 2 136 | 348 86 51 259 275 357 31 297 |
(1422 766) 4 3122 | 23 83 156 125 174 86 237 216 |
(743 241) 2 4799 | 299 377 369 293 31 201 210 266 |
(1665 1542) 1 2158 | 339 397 352 151 199 89 89 182 |
(1389 612) 5 1448 | 178 102 103 198 118 340 236 240 |
(1130 1542) 2 4149 | 102 172 229 78 66 91 327 400 |
(410 1320) 1 3573 | 28 279 142 139 261 224 100 19 |
(1594 1344) 1 2883 | 369 388 106 298 153 332 60 38 |
