(46 1357) 5 2299 | 143 356 88 58 128 125 227 53 |
(601 673) 0 89 | 181 260 317 97 244 167 52 165 |
(814 335) 0 675 | 222 115 222 260 50 103 306 85 |
(1209 451) 0 4179 | 258 104 356 375 173 206 171 60 |
(99 170) 0 2723 | 253 105 327 118 361 361 65 223 |
(1975 216) 0 358 | 288 109 379 120 256 302 165 66 |
(1827 786) 4 4832 | 364 128 13 149 192 89 284 390 |
(1634 1557) 2 221 | 89 319 327 328 236 360 135 285 |
(1511 25) 0 4962 | 320 324 320 333 122 173 290 291 |
(1999 1383) 0 2376 | 379 212 266 166 399 327 249 47 |
(1707 1540) 0 4168 | 397 149 395 129 319 217 176 25 |
(1204 633) 1 1332 | 40 231 246 89 59 51 374 61 |
(1088 82) 3 1162 | 235 164 394 398 172 298 5 152 |
(1361 705) 5 1806 | 321 244 15 44 29 366 323 66 |
(1656 678) 4 3716 | 133 93 307 186 50 399 178 322 |
(413 802) 4 3307 | 11 165 118 141 373 92 360 220 |
(983 263) 3 2971 | 396 232 146 35 355 134 313 166 |
(1496 475) 0 2308 | 361 52 301 80 182 39 146 209 |
(1040 134) 2 2838 | 187 398 134 93 243 296 208 399 |
(59 1749) 5 4383 | 368 15 280 253 205 87 318 275 |
(654 204) 4 4143 | 162 122 220 397 312 326 383 142 |
(915 1416) 7 3999 | 171 182 36 99 378 216 395 357 |
(720 159) 1 629 | 303 13 13 230 55 301 121 151 |
(951 1924) 3 416 | 313 107 38 61 214 238 263 337 |
(1130 30) 5 3011 | 42 382 230 252 243 54 386 200 |
(364 440) 5 4927 | 126 247 376 187 155 341 383 384 |
(1712 1352) 3 4282 | 158 16 368 283 216 114 117 211 |
(1988 22) 0 4603 | 40 6 26 22 6 22 358 348 |
(1054 681) 3 4245 | 113 102 291 178 134 235 31 241 |
(1284 521) 7 2678 | 37 205 371 310 94 298 268 172 |
(839 1161) 6 436 | 33 80 103 351 3 81 39 175 |
(1440 754) 7 275 | 209 136 360 254 344 4 372 359 |
(1317 757) 3 4395 | 161 309 80 41 225 211 215 148 |
(1038 1589) 3 722 | 179 128 305 273 187 322 377 62 |
(1378 72) 0 2315 | 398 103 274 95 142 276 399 210 |
