(949 847) 3 1520 | 337 122 133 228 110 173 229 134 |
(1963 232) 2 4640 | 24 108 64 90 29 301 276 92 |
(379 46) 4 346 | 248 83 189 258 219 352 143 229 |
(1163 454) 5 1367 | 371 121 358 80 147 152 228 133 |
(1419 1466) 0 120 | 325 280 13 183 78 183 46 129 |
(566 392) 4 1545 | 281 82 297 56 262 97 251 101 |
(542 884) 2 208 | 133 103 362 9 101 135 178 75 |
(43 1352) 1 474 | 124 73 174 320 239 318 315 221 |
(397 501) 1 2884 | 162 134 186 320 86 133 180 368 |
(1408 689) 1 4285 | 243 250 211 50 379 139 198 119 |
(1366 1166) 2 3537 | 247 298 312 253 42 87 289 116 |
(1660 1498) 2 646 | 40 186 42 273 316 318 326 259 |
(416 1635) 4 4438 | 18 83 368 294 280 191 1 197 |
(1339 1051) 1 4780 | 255 84 63 352 330 115 33 347 |
(125 1504) 0 2418 | 308 123 143 241 85 319 347 61 |
(1696 1649) 6 448 | 171 324 263 70 173 213 237 278 |
(974 1213) 1 1859 | 70 320 110 152 296 7 163 80 |
(991 420) 7 1171 | 34 220 195 47 150 368 169 111 |
(683 1984) 0 1625 | 116 290 281 227 132 188 47 178 |
(1104 1015) 1 4537 | 7 311 242 198 371 73 303 136 |
(1813 967) 7 616 | 156 183 94 328 382 378 394 172 |
(1545 1897) 5 2408 | 5 62 69 87 92 309 400 356 |
(1067 1322) 1 4050 | 55 139 395 302 304 91 239 114 |
(1154 1670) 7 786 | 88 41 217 299 332 274 102 149 |
(1454 111) 4 735 | 86 41 13 153 363 166 373 234 |
(509 1711) 0 1833 | 155 108 218 140 319 201 379 19 |
(675 973) 3 3840 | 302 213 106 161 224 45 240 327 |
(1279 300) 0 3127 | 207 91 132 189 105 252 50 395 |
(895 1815) 6 4064 | 157 247 224 232 327 162 7 191 |
(894 1057) 6 47 | 166 175 30 168 313 273 196 111 |
