(865 1895) 2 2977 | 393 33 18 252 351 359 170 191 |
(455 1283) 2 4198 | 150 385 215 181 261 145 359 60 |
(562 905) 6 3408 | 397 232 105 59 326 133 50 313 |
(373 1241) 2 84 | 341 129 398 242 350 37 199 353 |
(858 125) 1 450 | 277 385 386 96 294 70 94 349 |
(526 1202) 0 4095 | 32 255 238 379 286 209 296 341 |
(1029 525) 7 1771 | 336 358 20 48 194 240 139 343 |
(1228 658) 6 1396 | 253 90 127 107 335 271 323 37 |
(1986 478) 5 2916 | 283 146 137 6 24 348 329 368 |
(1677 303) 7 4694 | 296 392 98 255 331 5 247 241 |
(730 685) 5 2511 | 96 120 222 210 305 299 186 270 |
(1207 1955) 0 2299 | 39 341 188 121 282 179 35 23 |
(1258 1398) 4 38 | 268 211 239 25 60 236 69 166 |
(378 1650) 1 4649 | 356 158 255 51 136 308 155 290 |
(1795 9) 6 2034 | 321 10 331 6 133 61 324 21 |
(1039 796) 0 476 | 350 180 335 53 289 181 351 124 |
(1857 874) 1 2963 | 20 70 133 387 360 288 56 319 |
(1664 1970) 5 2498 | 219 261 318 324 25 105 392 110 |
(25 56) 3 1077 | 57 240 134 310 52 335 253 173 |
(1301 1271) 6 986 | 172 254 52 169 173 322 137 313 |
(1400 1355) 3 1392 | 379 155 98 22 303 26 133 304 |
(295 589) 3 3225 | 70 1 198 267 249 134 358 14 |
(1384 954) 1 4971 | 64 75 163 120 113 274 232 42 |
(715 1990) 1 2362 | 126 273 336 125 224 299 207 95 |
(1669 154) 4 2128 | 278 125 379 4 312 281 256 322 |
(186 115) 7 929 | 376 354 376 399 161 20 203 163 |
(1014 1745) 6 26 | 132 112 81 227 189 255 322 263 |
